1,1895.5,1072.5,0.0
1,560.5,1071.5,0.0
1,1088.5,1059.5,0.0
1,879.5,1058.0,0.0
1,1104.5,1056.5,0.0
1,399.5,1048.5,0.0
1,138.5,1047.5,0.0
1,1191.5,1040.5,0.0
1,384.5,1040.5,0.0
1,1292.5,1031.5,0.0
1,1288.0,1031.5,0.0
1,1265.5,1031.5,0.0
1,880.5,1031.5,0.0
1,1648.0,1024.5,0.0
1,1319.5,1023.5,0.0
1,1824.5,1016.5,0.0
1,1167.0,1015.5,0.0
1,209.0,1015.5,0.0
1,1072.5,1008.5,0.0
1,1328.5,999.5,0.0
1,392.5,991.5,0.0
1,440.5,983.5,0.0
1,472.5,970.5,0.0
1,1231.5,967.5,0.0
1,864.5,967.5,0.0
1,1839.5,962.5,0.0
1,455.5,960.5,0.0
1,976.5,959.5,0.0
1,543.5,958.5,0.0
1,272.5,955.5,0.0
1,1237.0,951.5,0.0
1,959.5,951.5,0.0
1,678.5,951.5,0.0
1,1358.0,947.5,0.0
1,921.5,943.5,0.0
1,563.5,936.5,0.0
1,600.5,935.5,0.0
1,459.5,935.5,0.0
1,39.5,928.5,0.0
1,1048.5,927.5,0.0
1,1807.5,920.5,0.0
1,1224.5,919.5,0.0
1,736.5,903.5,0.0
1,488.5,895.5,0.0
1,479.5,895.5,0.0
1,496.5,893.0,0.0
1,1736.5,887.5,0.0
1,728.5,887.5,0.0
1,583.5,887.5,0.0
1,502.5,887.5,0.0
1,664.5,880.5,0.0
1,423.5,880.5,0.0
1,1024.5,879.5,0.0
1,431.5,879.5,0.0
1,1855.5,874.5,0.0
1,1791.0,872.5,0.0
1,1776.5,864.5,0.0
1,917.0,863.5,0.0
1,1792.5,856.5,0.0
1,1790.5,856.5,0.0
1,840.5,856.5,0.0
1,240.5,856.5,0.0
1,559.5,855.5,0.0
1,440.5,854.5,0.0
1,1679.5,848.5,0.0
1,1423.5,848.5,0.0
1,1689.0,847.5,0.0
1,975.5,844.0,0.0
1,1455.5,842.5,0.0
1,872.5,840.5,0.0
1,751.5,836.5,0.0
1,758.5,831.5,0.0
1,680.5,831.5,0.0
1,265.0,824.5,0.0
1,262.5,824.5,0.0
1,1136.5,823.5,0.0
1,1248.5,816.5,0.0
1,872.5,816.5,0.0
1,472.5,807.5,0.0
1,984.5,800.5,0.0
1,959.5,799.5,0.0
1,1231.5,794.0,0.0
1,896.5,784.5,0.0
1,512.5,783.5,0.0
1,896.5,776.5,0.0
1,976.5,775.5,0.0
1,976.5,767.5,0.0
1,952.5,767.5,0.0
1,944.5,760.5,0.0
1,1263.5,759.5,0.0
1,1101.5,759.5,0.0
1,1615.5,754.5,0.0
1,1607.5,752.5,0.0
1,1575.5,744.5,0.0
1,1343.5,742.0,0.0
1,1045.0,735.5,0.0
1,511.0,735.5,0.0
1,8.5,720.5,0.0
1,1188.0,719.5,0.0
1,1168.5,719.5,0.0
1,531.5,719.5,0.0
1,1160.5,711.5,0.0
1,296.5,711.5,0.0
1,80.5,707.5,0.0
1,1023.5,704.5,0.0
1,1152.5,703.5,0.0
